 "players_name" , "team_name" ,
 "Anthony van den Hurk" , "FC Eindhoven" ,
 "Enzo Daniel Ruiz Eizaga" , "Racing de Montevideo" ,
 "Rodrigo Brasesco" , "Racing de Montevideo" ,
 "Eric Alexander" , "Kalamazoo Kingdom" ,
 "Augusto Pacheco Fraga" , 重庆力帆 ,
 "Sun Jihai" , 重庆力帆 ,
 "Constantin Barbu" , "FC Argeș 1953" ,
 "Roberto Carvalho" , "Sobradinho" ,
 "Joseph Tchao Kokou" , "ASKO Kara" ,
 "Sui Donglu" , 重庆力帆 ,
 "Chiel Kramer" , "FC Eindhoven" ,
 "Mattia Nanni Monticone" , "Lumezzane" ,
 "Adrian Constantin Neaga" , "FC Argeș 1953" ,
 "Renan Rodrigues da Silva" , "XV de Piracicaba" ,
 "Anthony Ramon Sealy" , "Bodden Town FC" ,
 "Wescley Pina Gonçalves" , "XV de Piracicaba" ,
 "Paul Beekmans" , "FC Eindhoven" ,
 "Allyson Araújo Santos" , "Sobradinho" ,
 "Daniel Mariano Bueno" , "XV de Piracicaba" ,
 "Túlio Lustosa Seixas Pinheiro" , "Sobradinho" ,
 "Vasile Valentin Năstase" , "FC Argeș 1953" ,
 "Diogo José Gonçalves da Silva" , "XV de Piracicaba" ,
 "Leandro Gelpi Rodales" , "Racing de Montevideo" ,
 "Zhang Chiming" , 重庆力帆 ,
 "Miguel Oswaldo Loayza Tardio" , "CD San José" ,
 "Duaij Naser Abdulla" , "Al Hala SC" ,
 "Paulo José de Oliveira" , "XV de Piracicaba" ,
 "Cheng Mouyi" , 重庆力帆 ,
 "Tom Boere" , "FC Eindhoven" ,
 "David Henrique Oliveira Batista" , "XV de Piracicaba" ,
 "Ivo Rossen" , "FC Eindhoven" ,
 "Timothy Durwael" , "FC Eindhoven" ,
 "Zahid Hameed" , "Quetta Zorawa" ,
 "Arnold Dautovich Kreger" , "FC Karelia Petrozavodsk" ,
 "Shahid Ahmed" , "Quetta Zorawa" ,
 "Azra Hamzić" , "ZNK SFK 2000 Sarajevo" ,
 "Kennedy Ihenacho" , "Burgan SC" ,
 "Kennedy Ihenacho" , نادي برقان الرياضي ,
 "Yevgeni Aleksandrovich Serdobolskiy" , "FC Karelia Petrozavodsk" ,
 "John Nasigba Jumbo" , "Al Hala SC" ,
 "Patrick de Souza Conceição" , "Sobradinho" ,
 "Jorronie McLean" , "Bodden Town FC" ,
 "Carlos Emilio Lampe Porras" , "CD San José" ,
 "Norichio Nieveld" , "FC Eindhoven" ,
 "Jadid Khan Pathan" , "Quetta Zorawa" ,
 "Cameron McCarthy" , "Kalamazoo Kingdom" ,
 "Vanderlei Bernardo Oliveira" , "Sobradinho" ,
 "Abdón Reyes Cardozo" , "CD San José" ,
 "Torino Hunte" , "FC Eindhoven" ,
 "Taylan Aydoğan" , "Fethiyespor" ,
 "Branco van den Boomen" , "FC Eindhoven" ,
 "Theron Magnus Wood" , "Bodden Town FC" ,
 "Logan Alexander" , "Brantford Galaxy" ,
 "Fries Deschilder" , "FC Eindhoven" ,
 "Brian Said" , "St. Andrews" ,
 "Abbas Ali" , "Quetta Zorawa" ,
 "Luis Selvin Zelaya Bran" , "C.D. Aspirante" ,
 "Luiz Ricardo da Silva" , "XV de Piracicaba" ,
 "Ismail Hassan Abdul-Latif" , "Al Hala SC" ,
 "Austin Washington" , "Spokane Shadow" ,
 "Diego Karg" , "FC Eindhoven" ,
 "Chiró Vuza N'Toko Mena" , "FC Eindhoven" ,
 "Diego Francolino da Silva" , "XV de Piracicaba" ,
 "Mikhail Anatolyevich Kerzhakov" , "Anzhi" ,
 "Shamil Saidbegovich Asildarov" , "Anzhi" ,
 "Roin Kvaskhvadze" , "Othellos Athienou FC" ,
 "Lü Wenjun" , "Lions" ,
 "Pyotr Alekseyevich Ten" , "Anzhi" ,
 "Alexandre Garcia Ribeiro" , "CRAC" ,
 "Wilfried Louisy-Daniel" , "AS Beauvais" ,
 "Grigori Aleksandrovich Chirkin" , "Anzhi" ,
 "Tidjani Amadou Moutari Kalala" , "Anzhi" ,
 "Valeriu Nikolayevich Ciupercă" , "Anzhi" ,
 "Shohruh Gadoev" , "Nasaf" ,
 "Aleksei Aleksandrovich Aravin" , "Anzhi" ,
 "Khiry Lamar Shelton" , "Portland Timbers U23" ,
 "George Owino Audi" , "Sofapaka FC" ,
 "Ali Amrakhovich Gadzhibekov" , "Anzhi" ,
 "Jon Andoni García Aranbillet" , "Othellos Athienou FC" ,
 "Fabien Raddas" , "AS Beauvais" ,
 "Felistus Mulumbu Tshiyoyo" , "Sofapaka FC" ,
 "Kenja Turaev" , "Nasaf" ,
 "Maksud Karimov" , "Nasaf" ,
 "Lourival Rodrigues Assis Filho" , "CRAC" ,
 "Damian Piotrowski" , "Chrobry Głogów" ,
 "Georgi Andreyevich Zotov" , "Anzhi" ,
 "Ilya Vladimirovich Maksimov" , "Anzhi" ,
 "Rasim Zagirbekovich Tagirbekov" , "Anzhi" ,
 "Magomed Abuyazidovich Mitrishev" , "Anzhi" ,
 "Jarvis Greer, Jr." , "Portland Timbers U23" ,
 "Sharif Khamayuni Mukhammad" , "Anzhi" ,
 "Aleksandr Yuryevich Krivoruchko" , "Anzhi" ,
 "Clifton Miheso" , "Sofapaka FC" ,
 "Aboubacar Demba Camara" , "JC Abidjan" ,
 "Kamil Agabekovich Agalarov" , "Anzhi" ,
 "Anvar Anasovich Gazimagomedov" , "Anzhi" ,
 "Humphrey Mieno Ochieng" , "Sofapaka FC" ,
 "Alain Álvarez Menéndez" , "Othellos Athienou FC" ,
 "Maksim Vladimirovich Andreyev" , "Anzhi" ,
 "Dmitry Mikhaylovich Aydov" , "Anzhi" ,
 "Igor Taran" , "Nasaf" ,
 "Volodymyr Yaroslavovych Hudyma" , "Chrobry Głogów" ,
 "Ahmed Mahmoud Zuway" , "Al-Ahly SC" ,
 "Ahmed Mahmoud Zuway" , النادي الأهلي ,
 "Albert Milambo-Mutamba" , "AS Beauvais" ,
 "Yevgeny Valeryevich Pomazan" , "Anzhi" ,
 "Léandre Gaël Tawamba Kana" , "Al-Ahly SC" ,
 "Léandre Gaël Tawamba Kana" , النادي الأهلي ,
 "Panayiotis Panayiotou" , "Othellos Athienou FC" ,
 "Ahmed Eid Abdel Malek" , "Al-Ahly SC" ,
 "Ahmed Eid Abdel Malek" , النادي الأهلي ,
 "Mikhail Aleksandrovich Komkov" , "Anzhi" ,
 "Islamnur Magomedrasulovich Abdulavov" , "Anzhi" ,
 "David Meves" , "Portland Timbers U23" ,
 "Elguja Grigalashvili" , "Othellos Athienou FC" ,
 "Valeriy Kichin" , "Anzhi" ,
 "Ulysse Obame-Ndong" , "Othellos Athienou FC" ,
 "Victor Namo" , "Al-Ahly SC" ,
 "Victor Namo" , النادي الأهلي ,
 "Jocelyn Ahouéya" , "AS Beauvais" ,
 "Ilkhom Shomurodov" , "Nasaf" ,
 "Serder Mukailovich Serderov" , "Anzhi" ,
 "Faneva Imà Andriatsima" , "AS Beauvais" ,
 "Kemal Bourhani" , "AS Beauvais" ,
 "Leonardo da Silva Souza" , "Anzhi" ,
 "Kassi Akesse Mathias" , "JC Abidjan" ,
 "Hamed Snousi Haneesh" , "Al-Ahly SC" ,
 "Hamed Snousi Haneesh" , النادي الأهلي ,
 "Mateusz Prus" , "Chrobry Głogów" ,
 "Ritchie Makuma Mpasa" , "AS Beauvais" ,
 "Damian Byrtek" , "Chrobry Głogów" ,
 "Ewerton José Almeida Santos" , "Anzhi" ,
 "Luiz Oliveira dos Santos Junior" , "CRAC" ,
 "Andrey Olegovich Yeshchenko" , "Anzhi" ,
 "Roman Igorevich Kontsedalov" , "Anzhi" ,
 "Velin Mitkov Damyanov" , "Chrobry Głogów" ,
 "Vincent Atchouailou de Paul Angban" , "JC Abidjan" ,
 "Edward Waizi Takarindwa Sadomba" , "Al-Ahly SC" ,
 "Edward Waizi Takarindwa Sadomba" , النادي الأهلي ,
 "Dadajon Alisherovich Mamatkulov" , "Nasaf" ,
 "Štefan Zošák" , "Al-Ahly SC" ,
 "Štefan Zošák" , النادي الأهلي ,
 "Akbar Turaev" , "Nasaf" ,
 "Eldorbek Suyunov" , "Nasaf" ,
 "Farrukh Sayfiev" , "Nasaf" ,
 "Shukhrat Mukhammadiev" , "Nasaf" ,
 "Fiston Abdul Razak" , "Sofapaka FC" ,
 "Danny Waltman" , "Missouri Comets" ,
 "Felipe Salvador Caicedo Corozo" , "Espanyol" ,
 "Sergio García de la Fuente" , "Espanyol" ,
 "Susan Jane Smith" , "Doncaster Rovers Belles" ,
 "Yuri Morlaes" , "California Victory" ,
 "Artur Volodymyrovych Siryk" , "FK Banga Gargždai" ,
 "Christian Ricardo Stuani Curbelo" , "Espanyol" ,
 "Víctor Sánchez Mata" , "Espanyol" ,
 "Sergio Tejera Rodríguez" , "Espanyol" ,
 "Serhiy Anatoliyovych Shevchuk" , "FK Banga Gargždai" ,
 "Jérome Polenz" , "Brisbane Roar" ,
 "Franck Kom" , "Étoile du Sahel, ESS" ,
 "Twan Smits" , "Achilles '29" ,
 "Norihiro Yamagishi" , "Montedio Yamagata" ,
 "Norihiro Yamagishi" , モンテディオ山形 ,
 "Pavel Vladimirovich Zakharov" , "Chita" ,
 "Kenwyne Joel Jones" , "Cardiff City" ,
 "Glenville Adam James le Fondre" , "Cardiff City" ,
 "Tim Konings" , "Achilles '29" ,
 "Coady Andrews" , "Missouri Comets" ,
 "Wasim Hasan Raja" , "Mohammedan" ,
 "Ryo Kobayashi" , "Montedio Yamagata" ,
 "Ryo Kobayashi" , モンテディオ山形 ,
 "Yassine Naoum" , "Al-Sahel" ,
 "Adam Tomek Sarota" , "Brisbane Roar" ,
 "Kagisho Evidence Dikgacoi" , "Cardiff City" ,
 "Sergei Nikolayevich Vakhteyev" , "Lada" ,
 "Leonid Viktorovich Zuyev" , "Chita" ,
 "Artyom Sergeyevich Sergeyev" , "Lada" ,
 "Maksim Valentinovich Schastlivtsev" , "Chita" ,
 "Declan Christopher John" , "Cardiff City" ,
 "Frank Wiafe Danquah" , "Achilles '29" ,
 "Hidenori Ishii" , "Montedio Yamagata" ,
 "Hidenori Ishii" , モンテディオ山形 ,
 "Alexander David Revell" , "Cardiff City" ,
 "Daniel James Bowles" , "Brisbane Roar" ,
 "Eric Asamoah-Frimpong Karikari" , "Étoile du Sahel, ESS" ,
 "Jean Carlos Solórzano Madrigal" , "Brisbane Roar" ,
 "Duke Kofi Appiah Danning" , "Brisbane Roar" ,
 "Masato Yamazaki" , "Montedio Yamagata" ,
 "Masato Yamazaki" , モンテディオ山形 ,
 "Michael Alejandro Muñoz" , "California Victory" ,
 "Milan Ivanović" , "Missouri Comets" ,
 "Tino Lagator" , "Happy Valley" ,
 "Vladimir Vladimirovich Larionov" , "Lada" ,
 "Simon William Moore" , "Cardiff City" ,
 "Aron Einar Malmquist Gunnarsson" , "Cardiff City" ,
 "Evan James" , "Närpes Kraft Fotbollsförening" ,
 "Thomas Oluseun Adeyemi" , "Cardiff City" ,
 "Jack David Hingert" , "Brisbane Roar" ,
 "Shun Ito" , "Montedio Yamagata" ,
 "Shun Ito" , モンテディオ山形 ,
 "Artyom Vsevolodovich Aksyonenko" , "Lada" ,
 "Artyom Sergeyevich Drobyshev" , "Chita" ,
 "Ben Howard Turner" , "Cardiff City" ,
 "Ricardo Pascual Sánchez Moreno" , "California Victory" ,
 "Anthony Neil James Pilkington" , "Cardiff City" ,
 "Leo Gibson" , "Missouri Comets" ,
 "Cristian Gómez García" , "Espanyol" ,
 "Felipe Araya Urrutia" , "Deportes Linares" ,
 "Davydas Arlauskis" , "FK Banga Gargždai" ,
 "Samuel Ghebrehiwet Tesfagabr" , "Adelaide Comets" ,
 "Andrei Sergeyevich Redya" , "Lada" ,
 "Daniel Bouzas Pan" , "Linares" ,
 "Satoshi Tokizawa" , "Montedio Yamagata" ,
 "Satoshi Tokizawa" , モンテディオ山形 ,
 "Matthew Bouraee" , "Adelaide Comets" ,
 "Yevgeni Aleksandrovich Bastov" , "Chita" ,
 "Nathan Luke Brattan" , "Brisbane Roar" ,
 "Sergio Héctor Comba" , "San Luis de Quillota" ,
 "Mokhamad Syaifuddin" , "Pelita Bandung Raya" ,
 "Aleksei Sergeyevich Pustozerov" , "Lada" ,
 "Baghdad Bounedjah" , "Étoile du Sahel, ESS" ,
 "Mohamed Francisco Chikoto" , "Sahel SC" ,
 "Ayeni Bidemi Daniel" , "Mohammedan" ,
 "Sergei Sergeyevich Dudkin" , "Chita" ,
 "Alfonsius Kelvan" , "Pelita Bandung Raya" ,
 "Conor Michael McAleny" , "Cardiff City" ,
 "Ilija Spasojević" , "Pelita Bandung Raya" ,
 "Kadeem Raymond Mathurin-Harris" , "Cardiff City" ,
 "Kiel McClung" , "California Victory" ,
 "Sean Joseph Morrison" , "Cardiff City" ,
 "Akishige Kaneda" , "Montedio Yamagata" ,
 "Akishige Kaneda" , モンテディオ山形 ,
 "Eric David Reed" , "California Victory" ,
 "Aleksandr Anatolyevich Bodyalov" , "Chita" ,
 "Danielle Marie Hill" , "Doncaster Rovers Belles" ,
 "Julius Pongla Akosah" , "Happy Valley" ,
 "Aleksandr Sergeyevich Smirnov" , "Lada" ,
 "Anderson Andrade Antunes" , "C.D. Heredia" ,
 "José de Jesus Calderón Frias" , "C.D. Heredia" ,
 "Matthew Graham McKay" , "Brisbane Roar" ,
 "Aymen Mathlouthi" , "Étoile du Sahel, ESS" ,
 "Deniss Romanovs" , "Pelita Bandung Raya" ,
 "Artyom Yuryevich Stezhka" , "FK Banga Gargždai" ,
 "Rafael Carlos Santacruz Aragonés" , "Linares" ,
 "Francisco Montañés Claverías" , "Espanyol" ,
 "Alaya Brigui" , "Étoile du Sahel, ESS" ,
 "Andrija Kaluđerović" , "Brisbane Roar" ,
 "Aleksei Artyomovich Semyonov" , "Chita" ,
 "Satrio Syam" , "Pelita Bandung Raya" ,
 "Andrei Andreyevich Ovechkin" , "Lada" ,
 "Federico Macheda" , "Cardiff City" ,
 "Takefumi Toma" , "Montedio Yamagata" ,
 "Takefumi Toma" , モンテディオ山形 ,
 "Maksim Nikolayevich Tokarev" , "Lada" ,
 "Abraham González Casanova" , "Espanyol" ,
 "Mohammed Ariful Islam" , "MSC" ,
 "Nikita Sergeyevich Shashkov" , "Lada" ,
 "Vitali Sergeyevich Belichenko" , "Chita" ,
 "Hiroki Bandai" , "Montedio Yamagata" ,
 "Hiroki Bandai" , モンテディオ山形 ,
 "Chairul Rifan" , "Pelita Bandung Raya" ,
 "Devante Clut" , "Brisbane Roar" ,
 "Oluwaunmi Somide Adelaja" , "Mohammedan" ,
 "David Fernández Cortázar" , "Linares" ,
 "Iñaki Williams Dannis" , "Bilbao Athletic" ,
 "Leon ter Wielen" , "Achilles '29" ,
 "Mikhail Viktorovich Vanyov" , "Chita" ,
 "Rustam Magomedovich Kurbanadamov" , "Lada" ,
 "Soslanbek Arsenovich Arshiyev" , "FK Banga Gargždai" ,
 "Stuart Antony Alan O'Keefe" , "Cardiff City" ,
 "Dimitrios Pertratos" , "Brisbane Roar" ,
 "Anatoli Aleksandrovich Zakharov" , "Chita" ,
 "Thijs Hendriks" , "Achilles '29" ,
 "Wawan Febrianto" , "Pelita Bandung Raya" ,
 "David Laly" , "Pelita Bandung Raya" ,
 "Kaddour Beldjilali" , "Étoile du Sahel, ESS" ,
 "Viktor Aleksandrovich Navrodskiy" , "Chita" ,
 "Rafid Chadafi Lestaluhu" , "Pelita Bandung Raya" ,
 "Andrés Felipe González Ramírez" , "Deportes Linares" ,
 "Antonio Vera Moreno" , "Linares" ,
 "Javier López Rodríguez" , "Espanyol" ,
 "Abdul-Yussuf Adedeji Adeniyi Oshilaja" , "Cardiff City" ,
 "Igor Alekseyevich Kuts" , "Chita" ,
 "Tim Sanders" , "Achilles '29" ,
 "Tomoyasu Hirose" , "Montedio Yamagata" ,
 "Tomoyasu Hirose" , モンテディオ山形 ,
 "Pablo César Leguizamón Arce" , "Happy Valley" ,
 "Manuel Lanzarote Bruno" , "Espanyol" ,
 "Arnab Das Sharma" , "Mohammedan" ,
 "Scott Liam Malone" , "Cardiff City" ,
 "Sergio Sestelo Guijarro" , "Linares" ,
 "Carlos Clerc Martínez" , "Espanyol" ,
 "Maximiliano Javier Amondarain Colzada" , "Cardiff City" ,
 "George Lambadaridis" , "Brisbane Roar" ,
 "Joseph Peter Lewis" , "Cardiff City" ,
 "Fábio Pereira da Silva" , "Cardiff City" ,
 "Henrique De Andrade Silva" , "Brisbane Roar" ,
 "José Alberto Cañas Ruiz-Herrera" , "Espanyol" ,
 "Marco Andrés Estrada Quinteros" , "San Luis de Quillota" ,
 "Kepa Arrizabalaga Revuelta" , "Bilbao Athletic" ,
 "Steven Peter Lustica" , "Brisbane Roar" ,
 "Theo Jay Wharton" , "Cardiff City" ,
 "Víctor Guillermo Álvarez Delgado" , "Espanyol" ,
 "Masaki Miyasaka" , "Montedio Yamagata" ,
 "Masaki Miyasaka" , モンテディオ山形 ,
 "Shane Peter Stefanutto" , "Brisbane Roar" ,
 "José Jorquera Gutiérrez" , "Deportes Linares" ,
 "Lucas Vázquez Iglesias" , "Espanyol" ,
 "Sayputtin Aliyevich Davydov" , "Lada" ,
 "Cheung Sai Ho" , "Happy Valley" ,
 "José Retiz" , "California Victory" ,
 "Christopher Schwarze" , "California Victory" ,
 "Frank Lark Romero Berrocal" , "Montedio Yamagata" ,
 "Frank Lark Romero Berrocal" , モンテディオ山形 ,
 "Agus Indra Kurniawan" , "Pelita Bandung Raya" ,
 "Nova Arianto Sartono" , "Pelita Bandung Raya" ,
 "Hermawan" , "Pelita Bandung Raya" ,
 "Iker Undabarrena Martínez" , "Bilbao Athletic" ,
 "Alejandro Ulises Carrasco Orellana" , "San Luis de Quillota" ,
 "Joaquín Andrés Moso Hernández" , "Linares" ,
 "Saloum Faal" , "FC Jazz Pori" ,
 "Kohei Higa" , "Montedio Yamagata" ,
 "Kohei Higa" , モンテディオ山形 ,
 "Sergei Sergeyevich Kirdyapkin" , "Lada" ,
 "Aleksei Nikolayevich Ryabovanov" , "Chita" ,
 "Aznaur Albertovich Geryugov" , "Lada" ,
 "Robin Osvaldo Betancourth" , "C.D. Heredia" ,
 "Yeung Chi Lun" , "Happy Valley" ,
 "Jazzi Barnum-Bobb" , "Cardiff City" ,
 "Lee Anthony Peltier" , "Cardiff City" ,
 "Felipe Mattioni Rohde" , "Espanyol" ,
 "David James Marshall" , "Cardiff City" ,
 "Aleksei Yuryevich Yepifanov" , "FK Banga Gargždai" ,
 "Darko Božović" , "Happy Valley" ,
 "Dominik Jakubek" , "California Victory" ,
 "Diego de Souza Gama Silva" , "Montedio Yamagata" ,
 "Diego de Souza Gama Silva" , モンテディオ山形 ,
 "Ashim Biswas" , "Mohammedan" ,
 "Masaru Akiba" , "Montedio Yamagata" ,
 "Masaru Akiba" , モンテディオ山形 ,
 "Rutger Worm" , "Achilles '29" ,
 "Aleksandr Andreyevich Kosenko" , "Chita" ,
 "Aleksandr Aleksandrovich Russkikh" , "FK Banga Gargždai" ,
 "Corey Brown" , "Brisbane Roar" ,
 "James Kevin Donachie" , "Brisbane Roar" ,
 "Pavel Sergeyevich Vasilyev" , "Lada" ,
 "Wangkheirakpam Tomba Singh" , "Mohammedan" ,
 "Salvador Sevilla López" , "Espanyol" ,
 "Roman Nikolayevich Kuklin" , "Chita" ,
 "Ruslan Arkadyevich Rybin" , "Chita" ,
 "Joseph Mason" , "Cardiff City" ,
 "Takumi Yamada" , "Montedio Yamagata" ,
 "Takumi Yamada" , モンテディオ山形 ,
 "Anaitz Arbilla Zabala" , "Espanyol" ,
 "Mehmet Dingil" , "Achilles '29" ,
 "Sergei Andreyevich Volkov" , "Lada" ,
 "Héctor Alfredo Moreno Herrera" , "Espanyol" ,
 "Francisco Casilla Cortés" , "Espanyol" ,
 "Álvaro González Soberón" , "Espanyol" ,
 "Christian Alfonso López" , "Espanyol" ,
 "Kim Jeffrey Kurniawan" , "Pelita Bandung Raya" ,
 "Thievy Guivane Bifouma Koulossa" , "Espanyol" ,
 "Jonathan Kakou" , "AS Magenta" ,
 "Charles Córdoba Sánchez" , "C.D. Heredia" ,
 "Joseph William Ralls" , "Cardiff City" ,
 "Rhys Healey" , "Cardiff City" ,
 "Alejandro Fernández Iglesias" , "Espanyol" ,
 "Shota Kawanishi" , "Montedio Yamagata" ,
 "Shota Kawanishi" , モンテディオ山形 ,
 "Ryohei Hayashi" , "Montedio Yamagata" ,
 "Ryohei Hayashi" , モンテディオ山形 ,
 "Etien Velikonja" , "Cardiff City" ,
 "Tetsuya Funatsu" , "Montedio Yamagata" ,
 "Tetsuya Funatsu" , モンテディオ山形 ,
 "Kevin Paul McNaughton" , "Cardiff City" ,
 "Bryan Pérez" , "Missouri Comets" ,
 "Joshua Gardner" , "Missouri Comets" ,
 "Diego Daniel Colotto" , "Espanyol" ,
 "Daniel Johnson" , "Cardiff City" ,
 "Matthew Thomas Martin Connolly" , "Cardiff City" ,
 "Boban Nikolić" , "Pelita Bandung Raya" ,
 "Pau López Sabata" , "Espanyol" ,
 "Germán Parreño Boix" , "Espanyol" ,
 "Joan Jordán Moreno" , "Espanyol" ,
 "Muhammad Arsyad" , "Pelita Bandung Raya" ,
 "Rabo Kabara Saminou Gado" , "Sahel SC" ,
 "Cristian Andrés Campozano" , "San Luis de Quillota" ,
 "Sandeep Sangha" , "Mohammedan" ,
 "Bruno Ecuele Manga" , "Cardiff City" ,
 "Jade Bronson North" , "Brisbane Roar" ,
 "Michael Theo" , "Brisbane Roar" ,
 "Aleksei Sergeyevich Fyodorov" , "Lada" ,
 "Ryosuke Matsuoka" , "Montedio Yamagata" ,
 "Ryosuke Matsuoka" , モンテディオ山形 ,
 "Imam Pathuroman" , "Pelita Bandung Raya" ,
 "Joris Gorendiawé" , "AS Magenta" ,
 "Peter Michael Whittingham" , "Cardiff City" ,
 "Craig Stephen Noone" , "Cardiff City" ,
 "Luke Ramon DeVere" , "Brisbane Roar" ,
 "Matthew Kennedy" , "Cardiff City" ,
 "Almaz Nazimovich Fatikhov" , "Chita" ,
 "Yongki Aribowo" , "Pelita Bandung Raya" ,
 "Ben William Nugent" , "Cardiff City" ,
 "Riyandi Ramadhana Putra" , "Pelita Bandung Raya" ,
 "Valeri Anatolyevich Pavlov" , "Lada" ,
 "Aleksandr Vitalyevich Monov" , "Lada" ,
 "Thomas Lynn James" , "Cardiff City" ,
 "Fan Weijun" , "Happy Valley" ,
 "Tatsuya Ishikawa" , "Montedio Yamagata" ,
 "Tatsuya Ishikawa" , モンテディオ山形 ,
 "Kenta Shimizu" , "Montedio Yamagata" ,
 "Kenta Shimizu" , モンテディオ山形 ,
 "Koffi Dan Kowa" , "Sahel SC" ,
 "Yuki Nakashima" , "Montedio Yamagata" ,
 "Yuki Nakashima" , モンテディオ山形 ,
 "Fernando Carlos de Paul Lanciotti" , "San Luis de Quillota" ,
 "Filip Kiss" , "Cardiff City" ,
 "Ammar Jemal" , "Étoile du Sahel, ESS" ,
 "Javier Guzmán Colin" , "San Luis de Quillota" ,
 "Juan Rafael Fuentes Hernández" , "Espanyol" ,
 "Lucas Rodríguez" , "Missouri Comets" ,
 "Artyom Aleksandrovich Dolzhenko" , "FK Banga Gargždai" ,
 "Steven Edwards" , "Achilles '29" ,
 "Aleksandr Yevgenyevich Grinko" , "Lada" ,
 "Valeri Eduardovich Makiyev" , "FK Banga Gargždai" ,
 "Ismaël Eragae Alassane" , "Al-Sahel" ,
 "Jean-Patrick Wakanumuné" , "AS Magenta" ,
 "Thomas Paul O'Sullivan" , "Cardiff City" ,
 "Daniel Leon Gabbidon" , "Cardiff City" ,
 "Bertrand Kaï" , "AS Magenta" ,
 "Aaron Chandler" , "California Victory" ,
 "Francisco Javier Moreno Jiménez" , "Linares" ,
 "Wilfred Ndzedzeni Bamnjo" , "Happy Valley" ,
 "Jamie Iain Young" , "Brisbane Roar" ,
 "Hugo Casillas" , "California Victory" ,
 "Leonid Stanislavovich Petrik" , "Lada" ,
 "Eivinas Zagurskas" , "FK Banga Gargždai" ,
 "Saïf Ghezal" , "Étoile du Sahel, ESS" ,
 "Aleksei Sergeyevich Podprugin" , "Chita" ,
 "Youssef Mouihbi" , "Étoile du Sahel, ESS" ,
 "Dolly Ramadhan Gultom" , "Pelita Bandung Raya" ,
 "Roman Igorevich Gavryush" , "Chita" ,
 "Fernando Quesada Gallardo" , "Achilles '29" ,
 "Javier Guerra Rodríguez" , "Cardiff City" ,
 "Andrei Aleksandrovich Aleksandrov" , "Chita" ,
 "Hayato Nakamura" , "Montedio Yamagata" ,
 "Hayato Nakamura" , モンテディオ山形 ,
 "Brandon Joel Borrello" , "Brisbane Roar" ,
 "Daan Paau" , "Achilles '29" ,
 "Rizky Ahmad Sanjaya Pellu" , "Pelita Bandung Raya" ,
 "Jonatha Alves da Silva" , "Rio Branco" ,
 "Viljormur í Heiðunum Davidsen" , "Vejle Boldklub" ,
 "Mohamed Halawi" , "Shabab Al-Sahel" ,
 "Sidimane Sagna" , "Aris F.C." ,
 "Sobah Mohamed Ibrahim" , "VB Addu FC" ,
 "Gary Orlando Brooks" , "Crystal Palace Baltimore" ,
 "Awudu Zakari Ronaldo" , "Power FC" ,
 "Mark Kofi Sekyere" , "ASEC Mimosas" ,
 "Lee Bullock" , "Whitby Town" ,
 "So Wai Chuen" , "Sun Pegasus" ,
 "Cristian Costel Melinte" , "ACS Poli Timișoara" ,
 "Edgar Leonardo Martínez Fracchia" , "Sud América" ,
 "Mark Edward Murphy" , "Crystal Palace Baltimore" ,
 "Morten Haastrup Jensen" , "Vejle Boldklub" ,
 "Mario Majstorović" , "Wiener SK" ,
 "János Ferenczi" , "DVSC" ,
 "Wellington Pinto Fraga" , "Serra" ,
 "Akito Kawamoto" , "Tochigi S.C." ,
 "Akito Kawamoto" , "栃木S.C." ,
 "Bence Ludánszki" , "DVSC" ,
 "Mauricio Ali Montezuma Peña" , "Aragua FC" ,
 "Bekim Iliazi" , "KS Sopoti Librazhd" ,
 "Carlyle Carlos dos Santos Junior" , "CFZ de Brasília" ,
 "Joseph Cudjoe" , "Red Bull Ghana" ,
 "Luiz Henrique da Silva Alves" , "Emirates Club" ,
 "Kevin Matthew Burgess" , "Whitby Town" ,
 "Danica Joelle Wu" , "HSV Borussia Friedenstal" ,
 "Ismail Mohamed" , "VB Addu FC" ,
 "Hideyuki Akai" , "Tochigi S.C." ,
 "Hideyuki Akai" , "栃木S.C." ,
 "Mohamed Kaboré" , "ASFA" ,
 "Gabriel Cânu" , "ACS Poli Timișoara" ,
 "Badra Ali Sangaré" , "ASEC Mimosas" ,
 "Mark Andrew Robinson" , "Whitby Town" ,
 "Sham Kwok Fai" , "Sun Pegasus" ,
 "David Thomas Miskelly" , "Portadown" ,
 "Jonhes Elias Pinto dos Santos" , "CFZ de Brasília" ,
 "Yaya Darlaine Coulibaly" , "ASFA" ,
 "Nenad Novaković" , "DVSC" ,
 "Angel Emanuel Luna" , "Sud América" ,
 "Márk Szécsi" , "DVSC" ,
 "Stelios Nakas" , "Aris F.C." ,
 "Mihály Korhut" , "DVSC" ,
 "Douglas dos Santos Justino de Melo" , "VB Addu FC" ,
 "Igor Morozov" , "DVSC" ,
 "Hüseyin Cengiz" , "VB Addu FC" ,
 "João Duarte Vieira Pereira" , "Vejle Boldklub" ,
 "Tse Tak Him" , "Sun Pegasus" ,
 "Kleyr Vieira dos Santos" , "Rio Branco" ,
 "Tamás Kulcsár" , "DVSC" ,
 "Sylvain Komenan" , "ASEC Mimosas" ,
 "Ádám Kovács" , "DVSC" ,
 "Jorge Ángelo Paleso Carbajal" , "Sud América" ,
 "Vasilis Konstantinidis" , "Aris F.C." ,
